Word,Count,Files,First Location
"rule_25_bjt_01",6,6,"07_visit_card/nội_dung/phần_IV/rule_25_ホストゲスト/conversation.json:1"
"rule_27_good_04",6,5,"07_visit_card/nội_dung/phần_IV/rule_27_雑談/conversation.json:1"
"rule_27_kp_01",6,6,"07_visit_card/nội_dung/phần_IV/rule_27_雑談/conversation.json:1"
"rule_27_bjt_01",6,6,"07_visit_card/nội_dung/phần_IV/rule_27_雑談/conversation.json:1"
"rule_29_kp_01",6,6,"07_visit_card/nội_dung/phần_IV/rule_29_お土産受取/conversation.json:1"
"rule_29_bjt_01",6,6,"07_visit_card/nội_dung/phần_IV/rule_29_お土産受取/conversation.json:1"
"rule_30_kp_01",6,6,"07_visit_card/nội_dung/phần_IV/rule_30_お礼メール/conversation.json:1"
"rule_30_bjt_01",6,6,"07_visit_card/nội_dung/phần_IV/rule_30_お礼メール/conversation.json:1"
"nTEL",6,3,"07_visit_card/nội_dung/phần_IV/rule_30_お礼メール/conversation.json:1"
"rule_26_kp_01",6,6,"07_visit_card/nội_dung/phần_IV/rule_26_乾杯/conversation.json:1"
"rule_26_bjt_01",6,6,"07_visit_card/nội_dung/phần_IV/rule_26_乾杯/conversation.json:1"
"rule_24_kp_01",6,6,"07_visit_card/nội_dung/phần_IV/rule_24_接待ディナー/conversation.json:1"
"rule_24_bjt_01",6,6,"07_visit_card/nội_dung/phần_IV/rule_24_接待ディナー/conversation.json:1"
"rule_03_bad_01",6,6,"07_visit_card/nội_dung/phần_I/rule_03_渡し方/conversation.json:1"
"rule_03_kp_01",6,6,"07_visit_card/nội_dung/phần_I/rule_03_渡し方/conversation.json:1"
"rule_03_bjt_01",6,6,"07_visit_card/nội_dung/phần_I/rule_03_渡し方/conversation.json:1"
"rule_06_bad_01",6,6,"07_visit_card/nội_dung/phần_I/rule_06_机上配置/conversation.json:1"
"rule_06_bad_02",6,6,"07_visit_card/nội_dung/phần_I/rule_06_机上配置/conversation.json:1"
"rule_06_kp_01",6,6,"07_visit_card/nội_dung/phần_I/rule_06_机上配置/conversation.json:1"
"rule_06_bjt_01",6,6,"07_visit_card/nội_dung/phần_I/rule_06_机上配置/conversation.json:1"
"rule_07_bad_01",6,6,"07_visit_card/nội_dung/phần_I/rule_07_管理/conversation.json:1"
"rule_07_bad_02",6,6,"07_visit_card/nội_dung/phần_I/rule_07_管理/conversation.json:1"
"rule_07_kp_01",6,6,"07_visit_card/nội_dung/phần_I/rule_07_管理/conversation.json:1"
"rule_07_bjt_01",6,6,"07_visit_card/nội_dung/phần_I/rule_07_管理/conversation.json:1"
"rule_04_bad_01",6,6,"07_visit_card/nội_dung/phần_I/rule_04_同時交換/conversation.json:1"
"rule_04_bad_02",6,6,"07_visit_card/nội_dung/phần_I/rule_04_同時交換/conversation.json:1"
"rule_04_bad_03",6,6,"07_visit_card/nội_dung/phần_I/rule_04_同時交換/conversation.json:1"
"rule_04_bad_04",6,6,"07_visit_card/nội_dung/phần_I/rule_04_同時交換/conversation.json:1"
"rule_04_kp_01",6,6,"07_visit_card/nội_dung/phần_I/rule_04_同時交換/conversation.json:1"
"rule_04_bjt_01",6,6,"07_visit_card/nội_dung/phần_I/rule_04_同時交換/conversation.json:1"
"rule_02_bad_01",6,6,"07_visit_card/nội_dung/phần_I/rule_02_受取/conversation.json:1"
"rule_02_bad_02",6,6,"07_visit_card/nội_dung/phần_I/rule_02_受取/conversation.json:1"
"rule_02_kp_01",6,6,"07_visit_card/nội_dung/phần_I/rule_02_受取/conversation.json:1"
"rule_02_bjt_01",6,6,"07_visit_card/nội_dung/phần_I/rule_02_受取/conversation.json:1"
"rule_05_kp_01",6,6,"07_visit_card/nội_dung/phần_I/rule_05_順序/conversation.json:1"
"rule_05_bjt_01",6,6,"07_visit_card/nội_dung/phần_I/rule_05_順序/conversation.json:1"
"rule_01_bad_01",6,6,"07_visit_card/nội_dung/phần_I/rule_01_名刺準備/conversation.json:1"
"rule_01_bad_02",6,6,"07_visit_card/nội_dung/phần_I/rule_01_名刺準備/conversation.json:1"
"rule_01_bad_03",6,6,"07_visit_card/nội_dung/phần_I/rule_01_名刺準備/conversation.json:1"
"rule_01_good_02",6,6,"07_visit_card/nội_dung/phần_I/rule_01_名刺準備/conversation.json:1"
"rule_01_good_04",6,5,"07_visit_card/nội_dung/phần_I/rule_01_名刺準備/conversation.json:1"
"rule_01_kp_01",6,6,"07_visit_card/nội_dung/phần_I/rule_01_名刺準備/conversation.json:1"
"rule_01_kp_02",6,6,"07_visit_card/nội_dung/phần_I/rule_01_名刺準備/conversation.json:1"
"rule_01_bjt_01",6,6,"07_visit_card/nội_dung/phần_I/rule_01_名刺準備/conversation.json:1"
"rule_16_kp_02",6,6,"02_phone/nội_dung/phần_II/rule_16_不在4パターン/conversation.json:1"
"rule_36_good_01",6,4,"02_phone/nội_dung/phần_IV/rule_36_保留中対応/conversation.json:1"
"rule_37_good_01",6,4,"02_phone/nội_dung/phần_IV/rule_37_切れた時/conversation.json:1"
"rule_40_good_01",6,4,"02_phone/nội_dung/phần_IV/rule_40_怒り客対応/conversation.json:1"
"rule_39_good_02",6,4,"02_phone/nội_dung/phần_IV/rule_39_聞き返し5パターン/conversation.json:1"
"rule_39_good_03",6,4,"02_phone/nội_dung/phần_IV/rule_39_聞き返し5パターン/conversation.json:1"
"rule_42_good_01",6,3,"02_phone/nội_dung/phần_IV/rule_42_電話で断る/conversation.json:1"
"passage_t04_line_operation_sec1",6,1,"11_jisshusei_shokuhin/t04_line_operation/t04_line_operation_Mogishiken.json:1"
"passage_t04_line_operation_sec2",6,1,"11_jisshusei_shokuhin/t04_line_operation/t04_line_operation_Mogishiken.json:1"
"passage_t04_line_operation_sec3",6,1,"11_jisshusei_shokuhin/t04_line_operation/t04_line_operation_Mogishiken.json:1"
"passage_t04_line_operation_sec4",6,1,"11_jisshusei_shokuhin/t04_line_operation/t04_line_operation_Mogishiken.json:1"
"passage_t04_line_operation_sec5",6,1,"11_jisshusei_shokuhin/t04_line_operation/t04_line_operation_Mogishiken.json:1"
"passage_t08_iso_audit_sec1",6,1,"11_jisshusei_shokuhin/t08_iso_audit/t08_iso_audit_Mogishiken.json:1"
"passage_t08_iso_audit_sec2",6,1,"11_jisshusei_shokuhin/t08_iso_audit/t08_iso_audit_Mogishiken.json:1"
"passage_t08_iso_audit_sec3",6,1,"11_jisshusei_shokuhin/t08_iso_audit/t08_iso_audit_Mogishiken.json:1"
"passage_t08_iso_audit_sec4",6,1,"11_jisshusei_shokuhin/t08_iso_audit/t08_iso_audit_Mogishiken.json:1"
"passage_t08_iso_audit_sec5",6,1,"11_jisshusei_shokuhin/t08_iso_audit/t08_iso_audit_Mogishiken.json:1"
"passage_t01_dat_chan_toi_nhat_sec1",6,1,"11_jisshusei_shokuhin/t01_dat_chan_toi_nhat/t01_dat_chan_toi_nhat_Mogishiken.json:1"
"passage_t01_dat_chan_toi_nhat_sec2",6,1,"11_jisshusei_shokuhin/t01_dat_chan_toi_nhat/t01_dat_chan_toi_nhat_Mogishiken.json:1"
"passage_t01_dat_chan_toi_nhat_sec3",6,1,"11_jisshusei_shokuhin/t01_dat_chan_toi_nhat/t01_dat_chan_toi_nhat_Mogishiken.json:1"
"passage_t01_dat_chan_toi_nhat_sec4",6,1,"11_jisshusei_shokuhin/t01_dat_chan_toi_nhat/t01_dat_chan_toi_nhat_Mogishiken.json:1"
"passage_t01_dat_chan_toi_nhat_sec5",6,1,"11_jisshusei_shokuhin/t01_dat_chan_toi_nhat/t01_dat_chan_toi_nhat_Mogishiken.json:1"
"passage_t10_recall_kuringu_sec1",6,1,"11_jisshusei_shokuhin/t10_recall_kuringu/t10_recall_kuringu_Mogishiken.json:1"
"passage_t10_recall_kuringu_sec2",6,1,"11_jisshusei_shokuhin/t10_recall_kuringu/t10_recall_kuringu_Mogishiken.json:1"
"passage_t10_recall_kuringu_sec3",6,1,"11_jisshusei_shokuhin/t10_recall_kuringu/t10_recall_kuringu_Mogishiken.json:1"
"passage_t10_recall_kuringu_sec4",6,1,"11_jisshusei_shokuhin/t10_recall_kuringu/t10_recall_kuringu_Mogishiken.json:1"
"passage_t10_recall_kuringu_sec5",6,1,"11_jisshusei_shokuhin/t10_recall_kuringu/t10_recall_kuringu_Mogishiken.json:1"
"passage_t05_furyou_hin_sec1",6,1,"11_jisshusei_shokuhin/t05_furyou_hin/t05_furyou_hin_Mogishiken.json:1"
"passage_t05_furyou_hin_sec2",6,1,"11_jisshusei_shokuhin/t05_furyou_hin/t05_furyou_hin_Mogishiken.json:1"
"passage_t05_furyou_hin_sec3",6,1,"11_jisshusei_shokuhin/t05_furyou_hin/t05_furyou_hin_Mogishiken.json:1"
"passage_t05_furyou_hin_sec4",6,1,"11_jisshusei_shokuhin/t05_furyou_hin/t05_furyou_hin_Mogishiken.json:1"
"passage_t05_furyou_hin_sec5",6,1,"11_jisshusei_shokuhin/t05_furyou_hin/t05_furyou_hin_Mogishiken.json:1"
"passage_t11_shourai_keikaku_sec1",6,1,"11_jisshusei_shokuhin/t11_shourai_keikaku/t11_shourai_keikaku_Mogishiken.json:1"
"passage_t11_shourai_keikaku_sec2",6,1,"11_jisshusei_shokuhin/t11_shourai_keikaku/t11_shourai_keikaku_Mogishiken.json:1"
"passage_t11_shourai_keikaku_sec3",6,1,"11_jisshusei_shokuhin/t11_shourai_keikaku/t11_shourai_keikaku_Mogishiken.json:1"
"passage_t11_shourai_keikaku_sec4",6,1,"11_jisshusei_shokuhin/t11_shourai_keikaku/t11_shourai_keikaku_Mogishiken.json:1"
"passage_t11_shourai_keikaku_sec5",6,1,"11_jisshusei_shokuhin/t11_shourai_keikaku/t11_shourai_keikaku_Mogishiken.json:1"
"passage_t02_tuan_dau_nha_may_sec1",6,1,"11_jisshusei_shokuhin/t02_tuan_dau_nha_may/t02_tuan_dau_nha_may_Mogishiken.json:1"
"passage_t02_tuan_dau_nha_may_sec2",6,1,"11_jisshusei_shokuhin/t02_tuan_dau_nha_may/t02_tuan_dau_nha_may_Mogishiken.json:1"
"passage_t02_tuan_dau_nha_may_sec3",6,1,"11_jisshusei_shokuhin/t02_tuan_dau_nha_may/t02_tuan_dau_nha_may_Mogishiken.json:1"
"passage_t02_tuan_dau_nha_may_sec4",6,1,"11_jisshusei_shokuhin/t02_tuan_dau_nha_may/t02_tuan_dau_nha_may_Mogishiken.json:1"
"passage_t02_tuan_dau_nha_may_sec5",6,1,"11_jisshusei_shokuhin/t02_tuan_dau_nha_may/t02_tuan_dau_nha_may_Mogishiken.json:1"
"passage_t03_eisei_kanri_sec1",6,1,"11_jisshusei_shokuhin/t03_eisei_kanri/t03_eisei_kanri_Mogishiken.json:1"
"passage_t03_eisei_kanri_sec2",6,1,"11_jisshusei_shokuhin/t03_eisei_kanri/t03_eisei_kanri_Mogishiken.json:1"
"passage_t03_eisei_kanri_sec3",6,1,"11_jisshusei_shokuhin/t03_eisei_kanri/t03_eisei_kanri_Mogishiken.json:1"
"passage_t03_eisei_kanri_sec4",6,1,"11_jisshusei_shokuhin/t03_eisei_kanri/t03_eisei_kanri_Mogishiken.json:1"
"passage_t03_eisei_kanri_sec5",6,1,"11_jisshusei_shokuhin/t03_eisei_kanri/t03_eisei_kanri_Mogishiken.json:1"
"passage_t09_shihin_kaihatsu_sec1",6,1,"11_jisshusei_shokuhin/t09_shihin_kaihatsu/t09_shihin_kaihatsu_Mogishiken.json:1"
"passage_t09_shihin_kaihatsu_sec2",6,1,"11_jisshusei_shokuhin/t09_shihin_kaihatsu/t09_shihin_kaihatsu_Mogishiken.json:1"
"passage_t09_shihin_kaihatsu_sec3",6,1,"11_jisshusei_shokuhin/t09_shihin_kaihatsu/t09_shihin_kaihatsu_Mogishiken.json:1"
"passage_t09_shihin_kaihatsu_sec4",6,1,"11_jisshusei_shokuhin/t09_shihin_kaihatsu/t09_shihin_kaihatsu_Mogishiken.json:1"
"passage_t09_shihin_kaihatsu_sec5",6,1,"11_jisshusei_shokuhin/t09_shihin_kaihatsu/t09_shihin_kaihatsu_Mogishiken.json:1"
"passage_t07_matsuri_seikatsu_sec1",6,1,"11_jisshusei_shokuhin/t07_matsuri_seikatsu/t07_matsuri_seikatsu_Mogishiken.json:1"
"passage_t07_matsuri_seikatsu_sec2",6,1,"11_jisshusei_shokuhin/t07_matsuri_seikatsu/t07_matsuri_seikatsu_Mogishiken.json:1"
"passage_t07_matsuri_seikatsu_sec3",6,1,"11_jisshusei_shokuhin/t07_matsuri_seikatsu/t07_matsuri_seikatsu_Mogishiken.json:1"
"passage_t07_matsuri_seikatsu_sec4",6,1,"11_jisshusei_shokuhin/t07_matsuri_seikatsu/t07_matsuri_seikatsu_Mogishiken.json:1"
"passage_t07_matsuri_seikatsu_sec5",6,1,"11_jisshusei_shokuhin/t07_matsuri_seikatsu/t07_matsuri_seikatsu_Mogishiken.json:1"
"passage_t06_chukan_mensetsu_sec1",6,1,"11_jisshusei_shokuhin/t06_chukan_mensetsu/t06_chukan_mensetsu_Mogishiken.json:1"
"passage_t06_chukan_mensetsu_sec2",6,1,"11_jisshusei_shokuhin/t06_chukan_mensetsu/t06_chukan_mensetsu_Mogishiken.json:1"
"passage_t06_chukan_mensetsu_sec3",6,1,"11_jisshusei_shokuhin/t06_chukan_mensetsu/t06_chukan_mensetsu_Mogishiken.json:1"
"passage_t06_chukan_mensetsu_sec4",6,1,"11_jisshusei_shokuhin/t06_chukan_mensetsu/t06_chukan_mensetsu_Mogishiken.json:1"
"passage_t06_chukan_mensetsu_sec5",6,1,"11_jisshusei_shokuhin/t06_chukan_mensetsu/t06_chukan_mensetsu_Mogishiken.json:1"
"passage_t12_bonenkai_furikaeri_sec1",6,1,"11_jisshusei_shokuhin/t12_bonenkai_furikaeri/t12_bonenkai_furikaeri_Mogishiken.json:1"
"passage_t12_bonenkai_furikaeri_sec2",6,1,"11_jisshusei_shokuhin/t12_bonenkai_furikaeri/t12_bonenkai_furikaeri_Mogishiken.json:1"
"passage_t12_bonenkai_furikaeri_sec3",6,1,"11_jisshusei_shokuhin/t12_bonenkai_furikaeri/t12_bonenkai_furikaeri_Mogishiken.json:1"
"passage_t12_bonenkai_furikaeri_sec4",6,1,"11_jisshusei_shokuhin/t12_bonenkai_furikaeri/t12_bonenkai_furikaeri_Mogishiken.json:1"
"passage_t12_bonenkai_furikaeri_sec5",6,1,"11_jisshusei_shokuhin/t12_bonenkai_furikaeri/t12_bonenkai_furikaeri_Mogishiken.json:1"
"ken_capital",6,6,"08_smalltalk/nội_dung/phần_III/rule_21_北海道/conversation.json:1"
"Nagaoka",6,1,"08_smalltalk/nội_dung/phần_II/rule_16_季節行事/conversation.json:1"
"Mononoke",6,1,"08_smalltalk/nội_dung/phần_II/rule_19_アニメ/conversation.json:1"
"Yona",6,1,"08_smalltalk/nội_dung/phần_II/rule_12_酒/conversation.json:1"
"yumi_wife",6,2,"09_real_dialogues/draft/chương_08_結婚式_scenes.json:1"
"okami_ryokan",6,2,"09_real_dialogues/draft/chương_06_温泉_scenes.json:1"
"moi",6,5,"06_negotiation/nội_dung/phần_III/rule_25_沈黙活用/conversation.json:1"
"BAO",6,6,"10_business_japanese/2.1.6_ukemi_shieki/2.1.6_UkemiShieki_BaiTap.json:1"
"how_to_use_vn",6,6,"10_business_japanese/2.1.7_tong_hop_so_sanh/2.1.7_TongHop_LuyenTap.json:1"
"Juzu",6,4,"10_business_japanese/2.1.7_tong_hop_so_sanh/2.1.7_TongHop_SoSanh_BaiTap.json:1"
"KIA",6,2,"10_business_japanese/2.1.7_tong_hop_so_sanh/2.1.7_TongHop_SoSanh_BaiTap.json:1"
"PHI",6,2,"10_business_japanese/2.1.7_tong_hop_so_sanh/2.1.7_TongHop_SoSanh_BaiTap.json:1"
"blank_fill",6,2,"10_business_japanese/2.1.5_uchi_soto/2.1.5_UchiSoto_Mogishiken.json:1"
"bash",5,5,"04_horenso/README.md:34"
"rule_01_tpl_01",5,5,"03_meeting/README.md:51"
"OCR",5,3,"01_email/README.md:31"
"Hizashi_phone_v1",5,2,"02_phone/README.md:36"
"Specification",5,4,"reading_collection/READING_SPEC.md:1"
"Churn",5,3,"25_dai_brse_year1/t10_brse_overload_crisis/t10_BrseOverloadCrisis_HoiThoai.md:103"
"sum",5,4,"25_dai_brse_year1/t10_brse_overload_crisis/t10_BrseOverloadCrisis_HoiThoai.md:131"
"Transfer",5,4,"25_dai_brse_year1/t10_brse_overload_crisis/t10_BrseOverloadCrisis_HoiThoai.md:144"
"Lifetime",5,4,"25_dai_brse_year1/t10_brse_overload_crisis/t10_BrseOverloadCrisis_HoiThoai.md:147"
"sustainability",5,3,"25_dai_brse_year1/t01_brse_first_day/t01_BrseFirstDay_HoiThoai.md:147"
"consumer",5,5,"25_dai_brse_year1/_pipeline/06_consistency.md:27"
"Pham",5,5,"25_dai_brse_year1/_pipeline/06_consistency.md:32"
"Hung",5,5,"25_dai_brse_year1/_pipeline/06_consistency.md:32"
"confusing",5,5,"25_dai_brse_year1/_pipeline/06_consistency.md:43"
"cleanup",5,5,"25_dai_brse_year1/_pipeline/08_revision_log.md:11"
"fluency",5,4,"25_dai_brse_year1/_pipeline/08_revision_log.md:32"
"paying",5,3,"25_dai_brse_year1/_pipeline/08_revision_log.md:49"
"Pregnancy",5,5,"25_dai_brse_year1/_pipeline/05_jp_vn_review.md:36"
"encode",5,4,"25_dai_brse_year1/t04_hizashi_v0_8_iterate/t04_HizashiV08Iterate_HoiThoai.md:30"
"retrieval",5,4,"25_dai_brse_year1/t04_hizashi_v0_8_iterate/t04_HizashiV08Iterate_HoiThoai.md:33"
"TestFlight",5,2,"25_dai_brse_year1/t04_hizashi_v0_8_iterate/t04_HizashiV08Iterate_HoiThoai.md:76"
"Sunday",5,4,"25_dai_brse_year1/t04_hizashi_v0_8_iterate/t04_HizashiV08Iterate_HoiThoai.md:86"
"analytics",5,5,"25_dai_brse_year1/t04_hizashi_v0_8_iterate/t04_HizashiV08Iterate_HoiThoai.md:103"
"Engagement",5,5,"25_dai_brse_year1/t04_hizashi_v0_8_iterate/t04_HizashiV08Iterate_HoiThoai.md:118"
"outreach",5,5,"25_dai_brse_year1/t08_hizashi_v1_prep/t08_HizashiV1Prep_HoiThoai.md:37"
"croissant",5,5,"25_dai_brse_year1/t12_year1_close_decision/t12_Year1CloseDecision_HoiThoai.md:112"
"SERIAL",5,2,"25_dai_brse_year1/t03_brse_first_project/t03_BrseFirstProject_HoiThoai.md:65"
"INT",5,1,"25_dai_brse_year1/t03_brse_first_project/t03_BrseFirstProject_HoiThoai.md:65"
"Decide",5,5,"25_dai_brse_year1/t03_brse_first_project/t03_BrseFirstProject_HoiThoai.md:93"
"Pizza",5,2,"25_dai_brse_year1/t02_hizashi_office_setup/t02_HizashiOfficeSetup_HoiThoai.md:20"
"Icon",5,3,"25_dai_brse_year1/t02_hizashi_office_setup/t02_HizashiOfficeSetup_HoiThoai.md:24"
"hosted",5,2,"25_dai_brse_year1/t02_hizashi_office_setup/t02_HizashiOfficeSetup_HoiThoai.md:62"
"metrics",5,4,"25_dai_brse_year1/t09_hizashi_v1_launch/t09_HizashiV1Launch_HoiThoai.md:33"
"breath",5,3,"25_dai_brse_year1/t09_hizashi_v1_launch/t09_HizashiV1Launch_HoiThoai.md:35"
"articles",5,4,"25_dai_brse_year1/t09_hizashi_v1_launch/t09_HizashiV1Launch_HoiThoai.md:99"
"upvotes",5,2,"25_dai_brse_year1/t09_hizashi_v1_launch/t09_HizashiV1Launch_HoiThoai.md:109"
"stable",5,3,"25_dai_brse_year1/t09_hizashi_v1_launch/t09_HizashiV1Launch_HoiThoai.md:113"
"foreshadow",5,4,"25_dai_brse_year1/t09_hizashi_v1_launch/t09_HizashiV1Launch_HoiThoai.md:167"
"fallback",5,5,"25_dai_brse_year1/_pipeline/07_council/linguist.md:39"
"pts",5,3,"25_dai_brse_year1/_pipeline/07_council/domain_expert.md:16"
"Clarify",5,5,"25_dai_brse_year1/_pipeline/07_council/domain_expert.md:32"
"Revise",5,5,"25_dai_brse_year1/_pipeline/07_council/domain_expert.md:50"
"comparison",5,5,"25_dai_brse_year1/_pipeline/07_council/domain_expert.md:61"
"acquisition",5,5,"25_dai_brse_year1/_pipeline/07_council/pedagogue.md:51"
"Gold",5,5,"25_dai_brse_year1/_pipeline/07_council/pedagogue.md:52"
"authenticity",5,4,"25_dai_brse_year1/_pipeline/07_council/pedagogue.md:84"
"blacklist",5,5,"reading_collection/n3_advanced_drafts/N3_ADV_PLAN_PART2.md:14"
"batch_NNNN_NNNN",5,3,"reading_collection/n3_advanced_drafts/N3_ADV_PLAN_PART2.md:64"
"entertainment",5,5,"reading_collection/n3_basic_drafts/N3_BASIC_PLAN_PART2.md:169"
"transportation",5,5,"reading_collection/n3_basic_drafts/N3_BASIC_PLAN_PART2.md:505"
"ChatGPT",5,3,"reading_collection/n2_basic_drafts/N2_BASIC_PLAN_PILOT.md:31"
"goodwill",5,4,"07_visit_card/output/_combined.md:650"
"Speed",5,3,"07_visit_card/output/_combined.md:1052"
"Grab",5,4,"07_visit_card/output/_combined.md:1145"
"fold",5,5,"07_visit_card/output/_combined.md:1755"
"pairing",5,5,"07_visit_card/output/_combined.md:2195"
"HSD",5,4,"07_visit_card/output/_combined.md:2575"
"kham",5,3,"07_visit_card/output/_combined.md:2816"
"Passport",5,4,"07_visit_card/output/_combined.md:3131"
"Cardigan",5,4,"07_visit_card/output/_combined.md:3157"
"mAh",5,4,"07_visit_card/output/_combined.md:3163"
"DEADLINE",5,3,"07_visit_card/output/_combined.md:3191"
"Checkpoint",5,4,"07_visit_card/output/_combined.md:3300"
"Coat",5,3,"07_visit_card/output/_combined.md:3625"
"Company",5,4,"07_visit_card/output/_combined.md:4923"
"traditional",5,5,"07_visit_card/meta/mục_lục.md:82"
"kazoku",5,3,"18_thai_year5/t10_kekkon_jp/t10_KekkonJP_HoiThoai.md:24"
"Plot",5,5,"18_thai_year5/_pipeline/06_consistency.md:11"
"backport",5,4,"18_thai_year5/_pipeline/06_consistency.md:12"
"reasonable",5,5,"18_thai_year5/_pipeline/06_consistency.md:18"
"assessment",5,5,"18_thai_year5/_pipeline/06_consistency.md:48"
"cosmetic",5,5,"18_thai_year5/_pipeline/08_revision_log.md:41"
"HSP",5,3,"18_thai_year5/_pipeline/08_revision_log.md:52"
"Method",5,4,"18_thai_year5/_pipeline/05_jp_vn_review.md:28"
"telegraph",5,5,"18_thai_year5/_pipeline/05_jp_vn_review.md:29"
"Technical",5,5,"18_thai_year5/_pipeline/07_council/linguist.md:69"
"avg",5,5,"18_thai_year5/_pipeline/07_council/domain_expert.md:34"
"Income",5,3,"18_thai_year5/_pipeline/07_council/domain_expert.md:57"
"Conditions",5,5,"18_thai_year5/_pipeline/07_council/domain_expert.md:84"
"expanded",5,5,"18_thai_year5/_pipeline/07_council/pedagogue.md:49"
"juwaki",5,4,"02_phone/nội_dung/_english_words_report.md:167"
"musical",5,4,"02_phone/nội_dung/_english_words_report.md:487"
"grading",5,4,"02_phone/nội_dung/_english_words_report.md:1860"
"seki",5,4,"02_phone/output/_combined.md:354"
"tract",5,5,"02_phone/output/_combined.md:666"
"egao",5,4,"02_phone/output/_combined.md:710"
"Hang",5,4,"02_phone/output/_combined.md:1283"
"rule_42_good_02",5,4,"02_phone/meta/REVIEW_FINDINGS_v1.1.md:23"
"rule_44_good_01",5,4,"02_phone/meta/REVIEW_FINDINGS_v1.1.md:132"
"Canonical",5,1,"02_phone/meta/REVIEW_FINDINGS_v1.1.md:165"
"forms",5,5,"02_phone/meta/REVIEW_FINDINGS_v1.1.md:165"
"appropriate",5,5,"02_phone/meta/REVIEW_FINDINGS_v1.1.md:199"
"good_03",5,2,"02_phone/meta/REVIEW_FINDINGS_v1.1.md:229"
"applying",5,4,"02_phone/meta/REVIEW_FINDINGS_v1.1.md:258"
"valid",5,3,"02_phone/meta/STATUS.md:35"
"Bac",5,4,"02_phone/meta/STATUS.md:158"
"Say",5,5,"19_dai_year1/t04_baito_mensetsu/t04_BaitoMensetsu_HoiThoai.md:198"
"utility",5,3,"19_dai_year1/_pipeline/06_consistency.md:12"
"ume",5,3,"19_dai_year1/_pipeline/06_consistency.md:17"
"Character",5,4,"19_dai_year1/_pipeline/06_consistency.md:54"
"disclaimer",5,4,"19_dai_year1/_pipeline/08_revision_log.md:41"
"limitation",5,5,"19_dai_year1/_pipeline/08_revision_log.md:43"
"Tenmangu",5,1,"19_dai_year1/t07_summer_matsuri/t07_SummerMatsuri_HoiThoai.md:7"
"obi",5,3,"19_dai_year1/t07_summer_matsuri/t07_SummerMatsuri_HoiThoai.md:38"
"mikoshi",5,3,"19_dai_year1/t07_summer_matsuri/t07_SummerMatsuri_HoiThoai.md:95"
"Otowa",5,3,"19_dai_year1/t09_kyoto_excursion/t09_KyotoExcursion_HoiThoai.md:132"
"Kim",5,4,"19_dai_year1/t09_kyoto_excursion/t09_KyotoExcursion_HoiThoai.md:175"
"Marlboro",5,2,"19_dai_year1/t05_lawson_shonichi/t05_LawsonShonichi_HoiThoai.md:103"
"extension",5,4,"19_dai_year1/_pipeline/07_council/linguist.md:12"
"cite",5,4,"19_dai_year1/_pipeline/07_council/linguist.md:12"
"overshoot",5,5,"19_dai_year1/_pipeline/07_council/pedagogue.md:16"
"verbs",5,3,"19_dai_year1/_pipeline/07_council/pedagogue.md:26"
"modeling",5,4,"19_dai_year1/_pipeline/07_council/pedagogue.md:59"
"place",5,5,"22_dai_daigaku_year2/t12_year2_close/t12_Year2Close_HoiThoai.md:7"
"JavaScript",5,3,"22_dai_daigaku_year2/t01_year2_start/t01_Year2Start_HoiThoai.md:23"
"behavior",5,5,"22_dai_daigaku_year2/t01_year2_start/t01_Year2Start_HoiThoai.md:35"
"responsive",5,5,"22_dai_daigaku_year2/t01_year2_start/t01_Year2Start_HoiThoai.md:42"
"Responsive",5,2,"22_dai_daigaku_year2/t01_year2_start/t01_Year2Start_HoiThoai.md:46"
"starts",5,4,"22_dai_daigaku_year2/t01_year2_start/t01_Year2Start_HoiThoai.md:138"
"bond",5,5,"22_dai_daigaku_year2/t01_year2_start/t01_Year2Start_HoiThoai.md:142"
"install",5,4,"22_dai_daigaku_year2/t07_os_network/t07_OsNetwork_HoiThoai.md:79"
"Object",5,3,"22_dai_daigaku_year2/t04_html_css_js/t04_HtmlCssJs_HoiThoai.md:17"
"Vanilla",5,2,"22_dai_daigaku_year2/t04_html_css_js/t04_HtmlCssJs_HoiThoai.md:19"
"Site",5,5,"22_dai_daigaku_year2/t04_html_css_js/t04_HtmlCssJs_HoiThoai.md:53"
"meetup",5,2,"22_dai_daigaku_year2/t03_FE_pass/t03_FEPass_HoiThoai.md:8"
"Cert",5,4,"22_dai_daigaku_year2/t03_FE_pass/t03_FEPass_HoiThoai.md:22"
"Talk",5,3,"22_dai_daigaku_year2/t03_FE_pass/t03_FEPass_HoiThoai.md:34"
"Plugin",5,1,"22_dai_daigaku_year2/t06_summer_internship/t06_SummerInternship_HoiThoai.md:33"
"Slogan",5,4,"22_dai_daigaku_year2/t06_summer_internship/t06_SummerInternship_HoiThoai.md:58"
"reviewed",5,5,"22_dai_daigaku_year2/_pipeline/06_consistency.md:5"
"continuous",5,5,"22_dai_daigaku_year2/_pipeline/08_revision_log.md:56"
"Shinosaka",5,3,"22_dai_daigaku_year2/_pipeline/08_revision_log.md:67"
"supportive",5,4,"22_dai_daigaku_year2/_pipeline/08_revision_log.md:78"
"Systems",5,2,"22_dai_daigaku_year2/t11_lab_tour/t11_LabTour_HoiThoai.md:3"
"Each",5,5,"22_dai_daigaku_year2/t11_lab_tour/t11_LabTour_HoiThoai.md:9"
