Word,Count,Files,First Location
"Edit",10,4,"14_thai_year1/_pipeline/05_jp_vn_review.md:6"
"Active",10,8,"14_thai_year1/_pipeline/07_council/pedagogue.md:10"
"figure",10,6,"14_thai_year1/_pipeline/07_council/pedagogue.md:22"
"palette",10,4,"05_presentation/output/_combined.md:429"
"creep",10,3,"05_presentation/output/_combined.md:521"
"looks",10,9,"05_presentation/output/_combined.md:934"
"Journey",10,4,"05_presentation/output/_combined.md:1457"
"fluff",10,4,"05_presentation/output/_combined.md:1615"
"integration",10,7,"05_presentation/output/_combined.md:2197"
"reliable",10,5,"05_presentation/output/_combined.md:2203"
"denial",10,6,"05_presentation/output/_combined.md:2294"
"participant",10,6,"05_presentation/output/_combined.md:2806"
"env",10,7,"05_presentation/output/_combined.md:5306"
"Move",10,8,"17_thai_year4/_pipeline/06_consistency.md:34"
"Paraphrase",10,8,"03_meeting/output/_combined.md:2132"
"Resource",10,8,"03_meeting/output/_combined.md:2607"
"associative",10,5,"08_smalltalk/output/_combined.md:894"
"karaage",10,6,"08_smalltalk/output/_combined.md:1844"
"FOOD",10,6,"08_smalltalk/output/_combined.md:1853"
"Miyazaki",10,6,"08_smalltalk/output/_combined.md:1976"
"Craft",10,5,"08_smalltalk/output/_combined.md:1982"
"yokozuna",10,6,"08_smalltalk/output/_combined.md:2349"
"Nakai",10,6,"08_smalltalk/output/_combined.md:2606"
"LiSA",10,3,"08_smalltalk/output/_combined.md:3204"
"pull",10,9,"08_smalltalk/output/_combined.md:3324"
"Kitakata",10,5,"08_smalltalk/output/_combined.md:3852"
"Yomiuri",10,6,"08_smalltalk/output/_combined.md:3870"
"DNA",10,5,"08_smalltalk/output/_combined.md:4045"
"POC",10,6,"08_smalltalk/output/_combined.md:4061"
"Wagyu",10,6,"08_smalltalk/output/_combined.md:4389"
"DEPTH",10,3,"08_smalltalk/output/_combined.md:4538"
"Otafuku",10,5,"08_smalltalk/output/_combined.md:4996"
"Itsukushima",10,5,"08_smalltalk/output/_combined.md:5002"
"Odori",10,5,"08_smalltalk/output/_combined.md:5201"
"tonkotsu",10,8,"08_smalltalk/output/_combined.md:5386"
"curious",10,7,"08_smalltalk/output/_combined.md:5577"
"vivid",10,5,"08_smalltalk/output/_combined.md:6063"
"Stick",10,6,"08_smalltalk/output/_combined.md:6255"
"reassure",10,8,"08_smalltalk/output/_combined.md:6475"
"anticipate",10,8,"08_smalltalk/output/_combined.md:7085"
"Escort",10,5,"08_smalltalk/output/_combined.md:7656"
"Kick",10,7,"08_smalltalk/output/_combined.md:7803"
"ale",10,5,"08_smalltalk/output/_combined.md:8003"
"alc",10,5,"08_smalltalk/output/_combined.md:8093"
"compliment",10,6,"08_smalltalk/output/_combined.md:8097"
"enthusiasm",10,4,"08_smalltalk/output/_combined.md:8206"
"Dazaifu",10,3,"08_smalltalk/output/_combined.md:9173"
"Mechanism",10,4,"08_smalltalk/output/_combined.md:9237"
"Quick",10,9,"08_smalltalk/output/_combined.md:11699"
"was",10,4,"08_smalltalk/meta/REVIEW_FINDINGS_JP.md:19"
"varies",10,9,"08_smalltalk/meta/REVIEW_FINDINGS_JP.md:33"
"IPO",10,6,"24_dai_daigaku_year4/t12_graduation_day1/t12_GraduationDay1_HoiThoai.md:171"
"Discussion",10,7,"24_dai_daigaku_year4/t05_gakkai_paper/t05_GakkaiPaper_HoiThoai.md:11"
"equity",10,7,"24_dai_daigaku_year4/_pipeline/06_consistency.md:31"
"Agents",10,6,"09_real_dialogues/output/_combined.md:203"
"Cay",10,4,"09_real_dialogues/output/_combined.md:344"
"Banana",10,6,"09_real_dialogues/output/_combined.md:479"
"PRESS",10,7,"09_real_dialogues/output/_combined.md:480"
"mulligan",10,4,"09_real_dialogues/output/_combined.md:621"
"Tee",10,4,"09_real_dialogues/output/_combined.md:643"
"nhai",10,6,"09_real_dialogues/output/_combined.md:643"
"kinen",10,4,"09_real_dialogues/output/_combined.md:1556"
"improvise",10,6,"09_real_dialogues/output/_combined.md:1646"
"productive",10,7,"09_real_dialogues/output/_combined.md:2008"
"taker",10,4,"09_real_dialogues/output/_combined.md:2456"
"extra",10,9,"09_real_dialogues/output/_combined.md:2600"
"Matcha",10,4,"09_real_dialogues/output/_combined.md:2922"
"indoor",10,4,"09_real_dialogues/output/_combined.md:2983"
"Event",10,4,"09_real_dialogues/output/_combined.md:3162"
"Panel",10,4,"09_real_dialogues/output/_combined.md:3459"
"Gift",10,4,"09_real_dialogues/output/_combined.md:3741"
"hikidemono",10,4,"09_real_dialogues/output/_combined.md:4089"
"Pub",10,4,"09_real_dialogues/output/_combined.md:4107"
"overspec",10,4,"06_negotiation/output/_combined.md:477"
"Probe",10,6,"06_negotiation/output/_combined.md:1155"
"drift",10,6,"06_negotiation/output/_combined.md:1373"
"Close",10,8,"06_negotiation/output/_combined.md:2282"
"stakeholders",10,5,"06_negotiation/output/_combined.md:3219"
"ignored",10,4,"06_negotiation/output/_combined.md:3233"
"precise",10,10,"06_negotiation/output/_combined.md:3335"
"bind",10,4,"06_negotiation/output/_combined.md:3505"
"userId",10,3,"04_horenso/output/_combined.md:1986"
"expectations",10,5,"04_horenso/output/_combined.md:3104"
"competitive",10,8,"20_dai_year2/t12_yobikou_sentaku/t12_YobikouSentaku_HoiThoai.md:200"
"postpartum",10,5,"26_dai_brse_year2/t10_office_expand/t10_OfficeExpand_HoiThoai.md:144"
"queue",10,3,"21_dai_daigaku_year1/_pipeline/01_research_master.md:85"
"Chiang",10,2,"reading_collection/readings_0141_0173.json:1"
"origami",10,1,"reading_collection/readings_0021_0030.json:1"
"deepfake",10,1,"reading_collection/n3_advanced_drafts/batch_0331_0333.json:1"
"SEL",10,1,"reading_collection/n3_advanced_drafts/batch_0243_0245.json:1"
"nilon",10,2,"reading_collection/n3_advanced_drafts/batch_0225_0227.json:1"
"audio_prompt_id",10,10,"07_visit_card/nội_dung/_schema/rule_conversation.schema.json:1"
"rule_21_good_04",10,6,"07_visit_card/nội_dung/phần_III/rule_21_入室/conversation.json:1"
"rule_21_good_01",10,6,"07_visit_card/nội_dung/phần_III/rule_21_入室/conversation.json:1"
"rule_17_good_01",10,7,"07_visit_card/nội_dung/phần_III/rule_17_5分前/conversation.json:1"
"rule_17_good_03",10,6,"07_visit_card/nội_dung/phần_III/rule_17_5分前/conversation.json:1"
"rule_19_good_01",10,7,"07_visit_card/nội_dung/phần_III/rule_19_コート/conversation.json:1"
"rule_15_good_02",10,7,"07_visit_card/nội_dung/phần_II/rule_15_早退遅刻/conversation.json:1"
"rule_08_good_02",10,6,"07_visit_card/nội_dung/phần_II/rule_08_お出迎え/conversation.json:1"
"rule_12_good_02",10,7,"07_visit_card/nội_dung/phần_II/rule_12_冒頭/conversation.json:1"
"rule_11_good_03",10,6,"07_visit_card/nội_dung/phần_II/rule_11_お茶/conversation.json:1"
"rule_14_good_02",10,7,"07_visit_card/nội_dung/phần_II/rule_14_アフターケア/conversation.json:1"
"rule_33_good_02",10,6,"07_visit_card/nội_dung/phần_V/rule_33_文化衝突/conversation.json:1"
"rule_28_good_02",10,6,"07_visit_card/nội_dung/phần_IV/rule_28_お土産渡し/conversation.json:1"
"rule_27_good_02",10,6,"07_visit_card/nội_dung/phần_IV/rule_27_雑談/conversation.json:1"
"rule_29_good_01",10,6,"07_visit_card/nội_dung/phần_IV/rule_29_お土産受取/conversation.json:1"
"rule_26_good_01",10,6,"07_visit_card/nội_dung/phần_IV/rule_26_乾杯/conversation.json:1"
"rule_03_good_02",10,6,"07_visit_card/nội_dung/phần_I/rule_03_渡し方/conversation.json:1"
"rule_07_good_01",10,6,"07_visit_card/nội_dung/phần_I/rule_07_管理/conversation.json:1"
"rule_05_good_02",10,6,"07_visit_card/nội_dung/phần_I/rule_05_順序/conversation.json:1"
"opener_ja",10,1,"08_smalltalk/nội_dung/phần_V/rule_47_GOLD話題/conversation.json:1"
"opener_vi",10,1,"08_smalltalk/nội_dung/phần_V/rule_47_GOLD話題/conversation.json:1"
"followups_ja",10,1,"08_smalltalk/nội_dung/phần_V/rule_47_GOLD話題/conversation.json:1"
"url",10,1,"08_smalltalk/nội_dung/phần_V/rule_49_雑談ネタ収集/conversation.json:1"
"phrase_ne_ja",10,1,"08_smalltalk/nội_dung/phần_V/rule_48_地雷話題/conversation.json:1"
"phrase_ne_vi",10,1,"08_smalltalk/nội_dung/phần_V/rule_48_地雷話題/conversation.json:1"
"sasaki_dev",10,3,"09_real_dialogues/draft/chương_05_来訪_scenes.json:1"
"hayashi_bd",10,3,"09_real_dialogues/draft/chương_05_来訪_scenes.json:1"
"mogishiken_dokkai",10,10,"10_business_japanese/2.1.6_ukemi_shieki/2.1.6_UkemiShieki_Mogishiken.json:1"
"total_sections",10,10,"10_business_japanese/2.1.6_ukemi_shieki/2.1.6_UkemiShieki_Mogishiken.json:1"
"format_note",10,10,"10_business_japanese/2.1.6_ukemi_shieki/2.1.6_UkemiShieki_Mogishiken.json:1"
"level1",10,10,"10_business_japanese/2.1.6_ukemi_shieki/2.1.6_UkemiShieki_BaiTap.json:1"
"level2",10,10,"10_business_japanese/2.1.6_ukemi_shieki/2.1.6_UkemiShieki_BaiTap.json:1"
"level3",10,10,"10_business_japanese/2.1.6_ukemi_shieki/2.1.6_UkemiShieki_BaiTap.json:1"
"level4",10,10,"10_business_japanese/2.1.6_ukemi_shieki/2.1.6_UkemiShieki_BaiTap.json:1"
"extend",9,8,"03_meeting/README.md:19"
"sustainable",9,7,"25_dai_brse_year1/t10_brse_overload_crisis/t10_BrseOverloadCrisis_HoiThoai.md:156"
"economics",9,6,"25_dai_brse_year1/t10_brse_overload_crisis/t10_BrseOverloadCrisis_HoiThoai.md:157"
"balo",9,8,"25_dai_brse_year1/t01_brse_first_day/t01_BrseFirstDay_HoiThoai.md:20"
"admin",9,7,"25_dai_brse_year1/t01_brse_first_day/t01_BrseFirstDay_HoiThoai.md:46"
"fictional",9,7,"25_dai_brse_year1/t01_brse_first_day/t01_BrseFirstDay_HoiThoai.md:131"
"edge",9,9,"25_dai_brse_year1/_pipeline/08_revision_log.md:44"
"Highlights",9,9,"25_dai_brse_year1/_pipeline/05_jp_vn_review.md:17"
"Cake",9,5,"25_dai_brse_year1/t11_hana_2tuoi_birthday/t11_Hana2tuoiBirthday_HoiThoai.md:19"
"Tower",9,4,"25_dai_brse_year1/t05_brse_client_meeting/t05_BrseClientMeeting_HoiThoai.md:42"
"repetition",9,8,"25_dai_brse_year1/t04_hizashi_v0_8_iterate/t04_HizashiV08Iterate_HoiThoai.md:3"
"Primary",9,5,"25_dai_brse_year1/t04_hizashi_v0_8_iterate/t04_HizashiV08Iterate_HoiThoai.md:53"
"orange",9,8,"25_dai_brse_year1/t04_hizashi_v0_8_iterate/t04_HizashiV08Iterate_HoiThoai.md:53"
"Offline",9,7,"25_dai_brse_year1/t04_hizashi_v0_8_iterate/t04_HizashiV08Iterate_HoiThoai.md:80"
"Bilingual",9,9,"25_dai_brse_year1/t04_hizashi_v0_8_iterate/t04_HizashiV08Iterate_HoiThoai.md:80"
"redesign",9,8,"25_dai_brse_year1/t04_hizashi_v0_8_iterate/t04_HizashiV08Iterate_HoiThoai.md:103"
"VARCHAR",9,2,"25_dai_brse_year1/t03_brse_first_project/t03_BrseFirstProject_HoiThoai.md:65"
"Phim",9,5,"25_dai_brse_year1/t06_hana_obon_VN/t06_HanaObonVN_HoiThoai.md:104"
"salary",9,5,"25_dai_brse_year1/t02_hizashi_office_setup/t02_HizashiOfficeSetup_HoiThoai.md:3"
"Math",9,6,"25_dai_brse_year1/t02_hizashi_office_setup/t02_HizashiOfficeSetup_HoiThoai.md:129"
"refresh",9,6,"25_dai_brse_year1/t09_hizashi_v1_launch/t09_HizashiV1Launch_HoiThoai.md:43"
"Reach",9,6,"25_dai_brse_year1/t09_hizashi_v1_launch/t09_HizashiV1Launch_HoiThoai.md:55"
"traffic",9,7,"25_dai_brse_year1/t09_hizashi_v1_launch/t09_HizashiV1Launch_HoiThoai.md:58"
"exposure",9,9,"25_dai_brse_year1/t09_hizashi_v1_launch/t09_HizashiV1Launch_HoiThoai.md:157"
"income",9,9,"25_dai_brse_year1/t07_brse_seishain_offer/t07_BrseSeishainOffer_HoiThoai.md:116"
"ambiguous",9,9,"25_dai_brse_year1/_pipeline/07_council/domain_expert.md:28"
"conditional",9,6,"25_dai_brse_year1/_pipeline/07_council/pedagogue.md:5"
"Rewrite",9,7,"25_dai_brse_year1/_pipeline/07_council/pedagogue.md:12"
"housing",9,7,"reading_collection/n3_advanced_drafts/N3_ADV_PLAN.md:75"
"souvenir",9,6,"reading_collection/n3_basic_drafts/N3_BASIC_PLAN_PART2.md:561"
"ojigi",9,2,"reading_collection/n3_basic_drafts/N3_BASIC_PLAN_PART2.md:589"
"Kamiza",9,7,"07_visit_card/output/_combined.md:906"
"Shimoza",9,7,"07_visit_card/output/_combined.md:907"
"transit",9,5,"07_visit_card/output/_combined.md:1014"
"refill",9,4,"07_visit_card/output/_combined.md:1051"
"greeting",9,8,"07_visit_card/output/_combined.md:1066"
"credit",9,8,"07_visit_card/output/_combined.md:1230"
"Generic",9,8,"07_visit_card/output/_combined.md:1245"
"Visit",9,9,"07_visit_card/output/_combined.md:1458"
"inside",9,7,"07_visit_card/output/_combined.md:1755"
"aware",9,8,"07_visit_card/output/_combined.md:2026"
"trait",9,6,"07_visit_card/output/_combined.md:3191"
"FDI",9,3,"18_thai_year5/t08_decision/t08_Decision_HoiThoai.md:3"
"mega",9,6,"18_thai_year5/_pipeline/06_consistency.md:18"
"Apartment",9,5,"18_thai_year5/t12_5nen_closure/t12_5nenClosure_HoiThoai.md:37"
"too",9,8,"18_thai_year5/_pipeline/07_council/domain_expert.md:73"
"gate",9,6,"18_thai_year5/_pipeline/07_council/domain_expert.md:73"
"leadership",9,6,"18_thai_year5/_pipeline/07_council/pedagogue.md:25"
"perspective",9,8,"18_thai_year5/_pipeline/07_council/pedagogue.md:47"
"old",9,8,"02_phone/nội_dung/_english_words_report.md:1057"
"irassharu",9,5,"02_phone/output/_combined.md:982"
"rule_34_good_03",9,7,"02_phone/meta/REVIEW_FINDINGS_v1.1.md:15"
"own",9,6,"02_phone/meta/REVIEW_FINDINGS_v1.1.md:19"
"rebuild",9,4,"02_phone/meta/REVIEW_FINDINGS_v1.1.md:258"
"carton",9,4,"19_dai_year1/t11_hikkoshi_dorm/t11_HikkoshiDorm_HoiThoai.md:65"
"Gogo",9,6,"19_dai_year1/t11_hikkoshi_dorm/t11_HikkoshiDorm_HoiThoai.md:119"
"Gakuin",9,6,"19_dai_year1/t11_hikkoshi_dorm/t11_HikkoshiDorm_HoiThoai.md:119"
"division",9,5,"19_dai_year1/t02_gakkou_shonichi/t02_GakkouShonichi_HoiThoai.md:1"
"Shitennoji",9,6,"19_dai_year1/t02_gakkou_shonichi/t02_GakkouShonichi_HoiThoai.md:7"
"Ochna",9,4,"19_dai_year1/_pipeline/06_consistency.md:18"
"integerrima",9,4,"19_dai_year1/_pipeline/06_consistency.md:18"
"shogatsu",9,3,"19_dai_year1/_pipeline/06_consistency.md:57"
"Hanabi",9,4,"19_dai_year1/_pipeline/08_revision_log.md:15"
"chanh",9,7,"19_dai_year1/t03_homestay_seikatsu/t03_HomestaySeikatsu_HoiThoai.md:129"
"onigiri",9,7,"19_dai_year1/t05_lawson_shonichi/t05_LawsonShonichi_HoiThoai.md:85"
"station",9,8,"19_dai_year1/t05_lawson_shonichi/t05_LawsonShonichi_HoiThoai.md:124"
"Noto",9,5,"22_dai_daigaku_year2/t01_year2_start/t01_Year2Start_HoiThoai.md:47"
"Dynamic",9,7,"22_dai_daigaku_year2/t01_year2_start/t01_Year2Start_HoiThoai.md:58"
"const",9,3,"22_dai_daigaku_year2/t01_year2_start/t01_Year2Start_HoiThoai.md:59"
"console",9,5,"22_dai_daigaku_year2/t01_year2_start/t01_Year2Start_HoiThoai.md:59"
"osaka",9,6,"22_dai_daigaku_year2/t01_year2_start/t01_Year2Start_HoiThoai.md:75"
"WHERE",9,6,"22_dai_daigaku_year2/t01_year2_start/t01_Year2Start_HoiThoai.md:75"
"boot",9,3,"22_dai_daigaku_year2/t07_os_network/t07_OsNetwork_HoiThoai.md:3"
"blog",9,4,"22_dai_daigaku_year2/t04_html_css_js/t04_HtmlCssJs_HoiThoai.md:62"
"events",9,8,"22_dai_daigaku_year2/t06_summer_internship/t06_SummerInternship_HoiThoai.md:38"
"graduate",9,6,"22_dai_daigaku_year2/_pipeline/06_consistency.md:21"
"Copilot",9,5,"22_dai_daigaku_year2/_pipeline/08_revision_log.md:71"
"ACID",9,3,"22_dai_daigaku_year2/_pipeline/05_jp_vn_review.md:38"
"City",9,5,"22_dai_daigaku_year2/t02_mai_arrival/t02_MaiArrival_HoiThoai.md:39"
"Compose",9,6,"22_dai_daigaku_year2/t09_team_project/t09_TeamProject_HoiThoai.md:47"
"provider",9,9,"22_dai_daigaku_year2/t09_team_project/t09_TeamProject_HoiThoai.md:114"
"Monitoring",9,5,"22_dai_daigaku_year2/t09_team_project/t09_TeamProject_HoiThoai.md:116"
"Relationship",9,7,"22_dai_daigaku_year2/t05_db_sql/t05_DbSql_HoiThoai.md:16"
"even",9,6,"22_dai_daigaku_year2/t05_db_sql/t05_DbSql_HoiThoai.md:42"
"Half",9,9,"22_dai_daigaku_year2/t10_mai_baby/t10_MaiBaby_HoiThoai.md:69"
"Non",9,8,"22_dai_daigaku_year2/t10_mai_baby/t10_MaiBaby_HoiThoai.md:109"
"regression",9,6,"22_dai_daigaku_year2/_pipeline/07_council/linguist.md:17"
"branch",9,7,"22_dai_daigaku_year2/_pipeline/07_council/pedagogue.md:43"
"dropped",9,6,"15_thai_year2/_pipeline/06_consistency.md:10"
"better",9,7,"15_thai_year2/_pipeline/06_consistency.md:16"
"kentei",9,9,"15_thai_year2/_pipeline/06_consistency.md:44"
"ABS",9,6,"15_thai_year2/t04_first_solo_trial/t04_FirstSoloTrial_HoiThoai.md:38"
"Break",9,6,"15_thai_year2/_pipeline/07_council/linguist.md:17"
"seal",9,7,"11_jisshusei_shokuhin/t04_line_operation/t04_LineOperation_LyThuyet.md:22"
"furyou",9,8,"11_jisshusei_shokuhin/t04_line_operation/t04_LineOperation_LyThuyet.md:239"
"aeon",9,5,"11_jisshusei_shokuhin/t08_iso_audit/t08_IsoAudit_LyThuyet.md:9"
"SME",9,6,"11_jisshusei_shokuhin/t08_iso_audit/t08_IsoAudit_LyThuyet.md:76"
"dantai",9,4,"11_jisshusei_shokuhin/t01_dat_chan_toi_nhat/t01_DatChanToiNhat_LyThuyet.md:130"
"Salmonella",9,5,"11_jisshusei_shokuhin/t10_recall_kuringu/t10_RecallKuringu_LyThuyet.md:114"
"formality",9,8,"11_jisshusei_shokuhin/t11_shourai_keikaku/t11_ShouraiKeikaku_LyThuyet.md:15"
"Super",9,8,"11_jisshusei_shokuhin/t11_shourai_keikaku/t11_ShouraiKeikaku_LyThuyet.md:22"
"CCP",9,5,"11_jisshusei_shokuhin/t11_shourai_keikaku/t11_ShouraiKeikaku_LyThuyet.md:130"
"beat",9,5,"11_jisshusei_shokuhin/_pipeline/06_jp_vn_review.md:36"
"ALL",9,8,"11_jisshusei_shokuhin/_pipeline/07_consistency.md:7"
"pistachio",9,4,"11_jisshusei_shokuhin/_pipeline/10_revision_log.md:18"
"wide",9,8,"11_jisshusei_shokuhin/_pipeline/10_revision_log.md:55"
"tanakadev",9,3,"01_email/output/_book_ja.md:665"
"yahoo",9,9,"01_email/output/_book_ja.md:712"
"yori",9,3,"01_email/output/_book_ja.md:4947"
"Facebook",9,7,"01_email/output/_combined_vn.md:373"
"your",9,9,"01_email/output/_combined_vn.md:468"
"dungdev",9,3,"01_email/output/_combined_vn.md:666"
"Designer",9,9,"01_email/output/_combined_vn.md:4273"
"Rollback",9,8,"01_email/output/_combined_vn.md:4456"
"claude",9,5,"23_dai_daigaku_year3/t11_beta_v01/t11_BetaV01_HoiThoai.md:35"
"sonnet",9,5,"23_dai_daigaku_year3/t11_beta_v01/t11_BetaV01_HoiThoai.md:35"
"axit",9,4,"23_dai_daigaku_year3/t01_inoue_lab_join/t01_InoueLabJoin_HoiThoai.md:70"
"birth",9,6,"23_dai_daigaku_year3/_pipeline/06_consistency.md:36"
"NSP",9,4,"23_dai_daigaku_year3/_pipeline/08_revision_log.md:69"
"cur",9,2,"23_dai_daigaku_year3/t05_cybozu_intern_start/t05_CybozuInternStart_HoiThoai.md:43"
"outcome",9,8,"23_dai_daigaku_year3/_pipeline/07_council/pedagogue.md:15"
"integrate",9,5,"23_dai_daigaku_year3/_pipeline/07_council/pedagogue.md:47"
"cluster",9,8,"14_thai_year1/_pipeline/01_research_master.md:14"
"reality",9,7,"14_thai_year1/_pipeline/07_council/pedagogue.md:53"
"contrast",9,9,"05_presentation/output/_combined.md:347"
"Handout",9,6,"05_presentation/output/_combined.md:679"
"Adapter",9,5,"05_presentation/output/_combined.md:702"
"Tethering",9,6,"05_presentation/output/_combined.md:717"
"TED",9,6,"05_presentation/output/_combined.md:1038"
"lexicon",9,5,"05_presentation/output/_combined.md:1079"
"Highlight",9,8,"05_presentation/output/_combined.md:1304"
"scrutinize",9,7,"05_presentation/output/_combined.md:1304"
"Testimonial",9,3,"05_presentation/output/_combined.md:1590"
"Direct",9,7,"05_presentation/output/_combined.md:2541"
"forget",9,8,"05_presentation/output/_combined.md:2649"
"virtual",9,6,"05_presentation/output/_combined.md:2676"
"beach",9,6,"05_presentation/output/_combined.md:2741"
"remaining",9,5,"05_presentation/output/_combined.md:2909"
"pointer",9,6,"05_presentation/output/_combined.md:5120"
"diecast",9,2,"17_thai_year4/t12_yonen_keika/t12_YonenKeika_HoiThoai.md:16"
"PPAP",9,3,"17_thai_year4/_pipeline/08_revision_log.md:31"
"coordinate",9,5,"17_thai_year4/t02_design_to_z/t02_DesignToZ_HoiThoai.md:18"
"tick",9,9,"03_meeting/output/_combined.md:380"
"filler",9,8,"03_meeting/output/_combined.md:932"
"Over",9,6,"03_meeting/output/_combined.md:1498"
"who",9,7,"03_meeting/output/_combined.md:1781"
"Cushion",9,5,"03_meeting/output/_combined.md:2005"
"afternoon",9,7,"03_meeting/output/_combined.md:4086"
"chekkurisuto",9,7,"03_meeting/output/_combined.md:4175"
"Fan",9,7,"08_smalltalk/output/_combined.md:1621"
"pub",9,7,"08_smalltalk/output/_combined.md:1934"
"Brewery",9,4,"08_smalltalk/output/_combined.md:1955"
"imo",9,5,"08_smalltalk/output/_combined.md:1976"
"Shochu",9,4,"08_smalltalk/output/_combined.md:2063"
"invasion",9,4,"08_smalltalk/output/_combined.md:2103"
"Festivals",9,8,"08_smalltalk/output/_combined.md:2633"
"invasive",9,6,"08_smalltalk/output/_combined.md:2953"
"nostalgia",9,5,"08_smalltalk/output/_combined.md:3011"
"Pokemon",9,4,"08_smalltalk/output/_combined.md:3061"
"Oscar",9,4,"08_smalltalk/output/_combined.md:3231"
"YOASOBI",9,6,"08_smalltalk/output/_combined.md:3289"
"Cup",9,4,"08_smalltalk/output/_combined.md:3347"
"MLB",9,5,"08_smalltalk/output/_combined.md:3385"
"patronizing",9,7,"08_smalltalk/output/_combined.md:3833"
"POV",9,5,"08_smalltalk/output/_combined.md:3923"
"rude",9,8,"08_smalltalk/output/_combined.md:4188"
"Shino",9,5,"08_smalltalk/output/_combined.md:4398"
"Awa",9,5,"08_smalltalk/output/_combined.md:5201"
"Kiroro",9,3,"08_smalltalk/output/_combined.md:5698"
"SPEED",9,3,"08_smalltalk/output/_combined.md:5698"
"Nho",9,6,"08_smalltalk/output/_combined.md:5806"
"mood",9,6,"08_smalltalk/output/_combined.md:5830"
"Meiji",9,4,"08_smalltalk/output/_combined.md:6168"
"Anticipate",9,4,"08_smalltalk/output/_combined.md:6995"
"Tei",9,4,"08_smalltalk/output/_combined.md:7024"
"AKA",9,4,"08_smalltalk/output/_combined.md:7024"
"omakase",9,7,"08_smalltalk/output/_combined.md:7036"
"carefully",9,5,"08_smalltalk/output/_combined.md:7662"
"Hit",9,4,"08_smalltalk/output/_combined.md:7932"
"everyone",9,9,"08_smalltalk/output/_combined.md:8410"
"Weather",9,8,"08_smalltalk/output/_combined.md:8462"
"Warning",9,4,"08_smalltalk/output/_combined.md:9290"
"recognize",9,6,"08_smalltalk/output/_combined.md:10770"
"Concrete",9,8,"08_smalltalk/output/_combined.md:11030"
"shoyu",9,7,"08_smalltalk/meta/REVIEW_FINDINGS_VN.md:237"
