Word,Count,Files,Source Types,First Location
"DnD",13,4,"json/md","04_horenso/output/_combined.md"
"Honda",13,6,"md","26_dai_brse_year2/t08_dd_negotiation/t08_DDNegotiation_HoiThoai.md"
"trau",13,3,"json","reading_collection/readings_0141_0173.json"
"SEL",13,1,"json","reading_collection/n3_advanced_drafts/batch_0243_0245.json"
"minimalist",13,1,"json","reading_collection/n3_basic_drafts/batch_0291_0293.json"
"rule_23_good_02",13,6,"json","07_visit_card/nội_dung/phần_III/rule_23_退室/conversation.json"
"rule_13_good_01",13,7,"json","07_visit_card/nội_dung/phần_II/rule_13_お見送り/conversation.json"
"rule_30_good_02",13,6,"json","07_visit_card/nội_dung/phần_IV/rule_30_お礼メール/conversation.json"
"rule_02_good_01",13,6,"json","07_visit_card/nội_dung/phần_I/rule_02_受取/conversation.json"
"rule_05_good_01",13,6,"json","07_visit_card/nội_dung/phần_I/rule_05_順序/conversation.json"
"rule_01_good_03",13,6,"json","07_visit_card/nội_dung/phần_I/rule_01_名刺準備/conversation.json"
"rule_context",12,10,"json/md","_english_words_all.md"
"footnote",12,11,"json/md","_english_words_all.md"
"sentence_count",12,5,"md","_english_words_all.md"
"build_book",12,9,"md","04_horenso/README.md"
"Field",12,10,"json/md","reading_collection/READING_SPEC.md"
"Apt",12,8,"md","25_dai_brse_year1/t01_brse_first_day/t01_BrseFirstDay_HoiThoai.md"
"loa",12,7,"json/md","25_dai_brse_year1/t01_brse_first_day/t01_BrseFirstDay_HoiThoai.md"
"Frontend",12,10,"md","25_dai_brse_year1/_pipeline/06_consistency.md"
"accurate",12,11,"json/md","25_dai_brse_year1/_pipeline/06_consistency.md"
"INLINE",12,12,"md","25_dai_brse_year1/_pipeline/05_jp_vn_review.md"
"Strategy",12,12,"json/md","25_dai_brse_year1/_pipeline/05_jp_vn_review.md"
"Fixes",12,12,"md","25_dai_brse_year1/_pipeline/05_jp_vn_review.md"
"Vinh",12,10,"json/md","25_dai_brse_year1/t11_hana_2tuoi_birthday/t11_Hana2tuoiBirthday_HoiThoai.md"
"intent",12,8,"json/md","25_dai_brse_year1/t11_hana_2tuoi_birthday/t11_Hana2tuoiBirthday_HoiThoai.md"
"Push",12,7,"md","25_dai_brse_year1/t04_hizashi_v0_8_iterate/t04_HizashiV08Iterate_HoiThoai.md"
"pregnancy",12,10,"md","25_dai_brse_year1/t12_year1_close_decision/t12_Year1CloseDecision_HoiThoai.md"
"Future",12,10,"json/md","25_dai_brse_year1/t12_year1_close_decision/t12_Year1CloseDecision_HoiThoai.md"
"Runway",12,7,"md","25_dai_brse_year1/t12_year1_close_decision/t12_Year1CloseDecision_HoiThoai.md"
"emoji",12,9,"json/md","25_dai_brse_year1/t06_hana_obon_VN/t06_HanaObonVN_HoiThoai.md"
"caffeine",12,8,"json/md","25_dai_brse_year1/t09_hizashi_v1_launch/t09_HizashiV1Launch_HoiThoai.md"
"candidate",12,10,"json/md","25_dai_brse_year1/t09_hizashi_v1_launch/t09_HizashiV1Launch_HoiThoai.md"
"delayed",12,7,"json/md","25_dai_brse_year1/_pipeline/07_council/linguist.md"
"clause",12,9,"json/md","25_dai_brse_year1/_pipeline/07_council/linguist.md"
"revise",12,10,"md","25_dai_brse_year1/_pipeline/07_council/domain_expert.md"
"Unit",12,5,"json/md","25_dai_brse_year1/_pipeline/07_council/domain_expert.md"
"teach",12,9,"md","25_dai_brse_year1/_pipeline/07_council/pedagogue.md"
"dump",12,9,"json/md","25_dai_brse_year1/_pipeline/07_council/pedagogue.md"
"well",12,10,"md","25_dai_brse_year1/_pipeline/07_council/pedagogue.md"
"fake",12,10,"json/md","reading_collection/n3_advanced_drafts/N3_ADV_PLAN_PART2.md"
"chang",12,9,"json/md","reading_collection/n3_basic_drafts/N3_BASIC_PLAN_PART2.md"
"speed",12,10,"md","07_visit_card/output/_combined.md"
"Bye",12,6,"json/md","07_visit_card/output/_combined.md"
"initial",12,10,"json/md","07_visit_card/output/_combined.md"
"sain",12,7,"md","07_visit_card/output/_combined.md"
"lay",12,8,"json/md","07_visit_card/output/_combined.md"
"proactive",12,10,"json/md","07_visit_card/output/_combined.md"
"eshaku",12,4,"json/md","07_visit_card/output/_combined.md"
"keirei",12,4,"json/md","07_visit_card/output/_combined.md"
"avoid",12,10,"json/md","07_visit_card/meta/mục_lục.md"
"early",12,10,"json/md","18_thai_year5/_pipeline/06_consistency.md"
"absent",12,11,"md","18_thai_year5/_pipeline/08_revision_log.md"
"trends",12,10,"md","18_thai_year5/_pipeline/08_revision_log.md"
"insert",12,8,"md","18_thai_year5/_pipeline/07_council/domain_expert.md"
"perfect",12,11,"json/md","18_thai_year5/_pipeline/07_council/domain_expert.md"
"sequence",12,12,"md","18_thai_year5/_pipeline/07_council/domain_expert.md"
"relevant",12,10,"md","18_thai_year5/_pipeline/07_council/pedagogue.md"
"rule_15_good_03",12,9,"json/md","02_phone/nội_dung/_front_matter.md"
"rule_55",12,7,"json/md","02_phone/nội_dung/_english_words_report.md"
"click",12,9,"md","02_phone/output/_combined.md"
"row",12,7,"json/md","02_phone/meta/REVIEW_FINDINGS_v1.1.md"
"occurrences",12,9,"md","19_dai_year1/_pipeline/08_revision_log.md"
"MNB",12,7,"md","19_dai_year1/_pipeline/08_revision_log.md"
"POS",12,6,"md","19_dai_year1/_pipeline/05_jp_vn_review.md"
"natto",12,6,"json/md","19_dai_year1/t03_homestay_seikatsu/t03_HomestaySeikatsu_HoiThoai.md"
"Mochi",12,7,"json/md","19_dai_year1/t10_oshogatsu_homestay/t10_OshogatsuHomestay_HoiThoai.md"
"foundation",12,10,"json/md","19_dai_year1/_pipeline/07_council/domain_expert.md"
"OSI",12,3,"md","22_dai_daigaku_year2/t07_os_network/t07_OsNetwork_HoiThoai.md"
"ecosystem",12,10,"json/md","22_dai_daigaku_year2/t03_FE_pass/t03_FEPass_HoiThoai.md"
"Yucho",12,5,"md","22_dai_daigaku_year2/_pipeline/08_revision_log.md"
"Swallow",12,8,"md","22_dai_daigaku_year2/_pipeline/08_revision_log.md"
"problem",12,7,"md","22_dai_daigaku_year2/_pipeline/08_revision_log.md"
"expansion",12,8,"md","22_dai_daigaku_year2/t02_mai_arrival/t02_MaiArrival_HoiThoai.md"
"Pause",12,11,"json/md","22_dai_daigaku_year2/t10_mai_baby/t10_MaiBaby_HoiThoai.md"
"Markdown",12,8,"md","22_dai_daigaku_year2/_pipeline/07_council/pedagogue.md"
"Margin",12,10,"json/md","15_thai_year2/_pipeline/05_jp_vn_review.md"
"machine",12,6,"json/md","15_thai_year2/t04_first_solo_trial/t04_FirstSoloTrial_HoiThoai.md"
"concise",12,12,"json/md","15_thai_year2/_pipeline/07_council/linguist.md"
"celebration",12,9,"json/md","15_thai_year2/_pipeline/07_council/pedagogue.md"
"flash",12,11,"json/md","15_thai_year2/_pipeline/07_council/pedagogue.md"
"Lot",12,4,"md","11_jisshusei_shokuhin/t10_recall_kuringu/t10_RecallKuringu_LyThuyet.md"
"damage",12,9,"json/md","11_jisshusei_shokuhin/t10_recall_kuringu/t10_RecallKuringu_LyThuyet.md"
"vong",12,6,"json/md","11_jisshusei_shokuhin/t10_recall_kuringu/t10_RecallKuringu_LyThuyet.md"
"Polite",12,9,"md","11_jisshusei_shokuhin/t05_furyou_hin/t05_FuryouHin_LyThuyet.md"
"Shokuhin",12,5,"json/md","11_jisshusei_shokuhin/t11_shourai_keikaku/t11_ShouraiKeikaku_LyThuyet.md"
"Cold",12,8,"json/md","11_jisshusei_shokuhin/_pipeline/02_outline.md"
"Air",12,5,"json/md","11_jisshusei_shokuhin/_pipeline/03_draft.md"
"pending",12,10,"json/md","11_jisshusei_shokuhin/_pipeline/03_draft.md"
"see",12,10,"json/md","11_jisshusei_shokuhin/_pipeline/03_draft.md"
"lung",12,7,"json/md","11_jisshusei_shokuhin/t09_shihin_kaihatsu/t09_ShihinKaihatsu_LyThuyet.md"
"Min",12,10,"json/md","11_jisshusei_shokuhin/t07_matsuri_seikatsu/t07_MatsuriSeikatsu_LyThuyet.md"
"Kanagawa",12,9,"json/md","11_jisshusei_shokuhin/t07_matsuri_seikatsu/t07_MatsuriSeikatsu_LyThuyet.md"
"Phan",12,12,"json/md","01_email/nội_dung/cast_nhân_vật.md"
"zung",12,5,"md","01_email/output/_book_ja.md"
"akira",12,4,"md","01_email/output/_book_ja.md"
"phuongnam",12,6,"md","01_email/output/_book_ja.md"
"vua",12,8,"json/md","01_email/output/_book_ja.md"
"Deliverable",12,6,"json/md","01_email/output/_combined_vn.md"
"wrap",12,7,"md","01_email/output/_combined_vn.md"
"EMAIL",12,7,"json/md","01_email/meta/mục_lục_mới.md"
"errors",12,10,"md","23_dai_daigaku_year3/_pipeline/07_council/domain_expert.md"
"cell",12,6,"json/md","23_dai_daigaku_year3/_pipeline/07_council/pedagogue.md"
"sound",12,10,"md","23_dai_daigaku_year3/_pipeline/07_council/pedagogue.md"
"SKD61",12,3,"md","14_thai_year1/_pipeline/01_research_master.md"
"criteria",12,6,"md","05_presentation/output/_combined.md"
"lose",12,6,"md","05_presentation/output/_combined.md"
"Bullet",12,8,"json/md","05_presentation/output/_combined.md"
"Trust",12,9,"json/md","05_presentation/output/_combined.md"
"Logical",12,7,"json/md","05_presentation/output/_combined.md"
"investment",12,10,"json/md","05_presentation/output/_combined.md"
"visualize",12,9,"json/md","05_presentation/output/_combined.md"
"gantt",12,3,"json/md","05_presentation/output/_combined.md"
"greet",12,4,"json/md","05_presentation/output/_combined.md"
"Verbal",12,6,"json/md","05_presentation/output/_combined.md"
"Peer",12,5,"json/md","05_presentation/output/_combined.md"
"Kohai",12,10,"json/md","17_thai_year4/t12_yonen_keika/t12_YonenKeika_HoiThoai.md"
"password",12,8,"json/md","03_meeting/output/_combined.md"
"blur",12,10,"json/md","03_meeting/output/_combined.md"
"Waiting",12,5,"json/md","03_meeting/output/_combined.md"
"scribe",12,7,"json/md","03_meeting/output/_combined.md"
"rework",12,7,"json/md","03_meeting/output/_combined.md"
"Brewing",12,6,"json/md","08_smalltalk/output/_combined.md"
"whisky",12,7,"json/md","08_smalltalk/output/_combined.md"
"tabu",12,6,"json/md","08_smalltalk/output/_combined.md"
"League",12,6,"json/md","08_smalltalk/output/_combined.md"
"Linda",12,3,"json/md","08_smalltalk/output/_combined.md"
"prefectures",12,7,"md","08_smalltalk/output/_combined.md"
"Iwate",12,5,"json/md","08_smalltalk/output/_combined.md"
"Yakult",12,5,"json/md","08_smalltalk/output/_combined.md"
"Udon",12,7,"json/md","08_smalltalk/output/_combined.md"
"Sannomachi",12,4,"json/md","08_smalltalk/output/_combined.md"
"Uji",12,8,"json/md","08_smalltalk/output/_combined.md"
"ngu",12,10,"json/md","08_smalltalk/output/_combined.md"
"insider",12,8,"json/md","08_smalltalk/output/_combined.md"
"wow",12,8,"json/md","08_smalltalk/output/_combined.md"
"Michelin",12,7,"json/md","08_smalltalk/output/_combined.md"
"Bhaya",12,4,"json/md","08_smalltalk/output/_combined.md"
"Cruises",12,4,"json/md","08_smalltalk/output/_combined.md"
"Indochina",12,4,"json/md","08_smalltalk/output/_combined.md"
"Street",12,4,"json/md","08_smalltalk/output/_combined.md"
"Glow",12,4,"json/md","08_smalltalk/output/_combined.md"
"Chill",12,4,"json/md","08_smalltalk/output/_combined.md"
"Bill",12,7,"json/md","08_smalltalk/output/_combined.md"
"Notice",12,7,"json/md","08_smalltalk/output/_combined.md"
"bangumi",12,3,"json/md","08_smalltalk/output/_combined.md"
"yakitori",12,8,"json/md","08_smalltalk/meta/REVIEW_FINDINGS_VN.md"
"Award",12,6,"md","24_dai_daigaku_year4/t05_gakkai_paper/t05_GakkaiPaper_HoiThoai.md"
"Khai",12,6,"json/md","24_dai_daigaku_year4/t10_vc_funding/t10_VcFunding_HoiThoai.md"
"acceptance",12,5,"md","24_dai_daigaku_year4/_pipeline/07_council/linguist.md"
"Sand",12,5,"json/md","09_real_dialogues/output/_combined.md"
"Gundam",12,3,"json/md","09_real_dialogues/output/_combined.md"
"disrespect",12,7,"json/md","09_real_dialogues/output/_combined.md"
"debrief",12,10,"json/md","09_real_dialogues/output/_combined.md"
"namecard",12,5,"json/md","09_real_dialogues/output/_combined.md"
"flight",12,5,"json/md","09_real_dialogues/output/_combined.md"
"SKII",12,3,"json/md","09_real_dialogues/output/_combined.md"
"buy",12,5,"json/md","09_real_dialogues/output/_combined.md"
"champion",12,3,"json/md","09_real_dialogues/output/_combined.md"
"sorry",12,5,"json/md","09_real_dialogues/output/_combined.md"
"packet",12,3,"json/md","09_real_dialogues/output/_combined.md"
"guardrail",12,3,"json/md","09_real_dialogues/output/_combined.md"
"SQS",12,3,"json/md","09_real_dialogues/output/_combined.md"
"ledge",12,3,"json/md","09_real_dialogues/output/_combined.md"
"agarikamachi",12,3,"json/md","09_real_dialogues/output/_combined.md"
"perk",12,3,"json/md","09_real_dialogues/output/_combined.md"
"namecards",12,3,"json/md","09_real_dialogues/output/_combined.md"
"Reservation",12,6,"json/md","06_negotiation/output/_combined.md"
"middle",12,8,"md","06_negotiation/output/_combined.md"
"Ringi",12,5,"json/md","06_negotiation/output/_combined.md"
"reusable",12,3,"json/md","06_negotiation/output/_combined.md"
"Reliability",12,4,"md","06_negotiation/output/_combined.md"
"counterfactual",12,4,"json/md","06_negotiation/output/_combined.md"
"adherence",12,4,"json/md","06_negotiation/output/_combined.md"
"phase3",12,4,"md","04_horenso/output/_combined.md"
"Tree",12,4,"json/md","04_horenso/output/_combined.md"
"Incident",12,5,"json/md","04_horenso/output/_combined.md"
"facilitator",12,6,"json/md","04_horenso/output/_combined.md"
"shadow",12,11,"json/md","04_horenso/output/_combined.md"
"Callback",12,6,"md","12_hoa_year2/_pipeline/02_outline.md"
"Bon",12,4,"json/md","20_dai_year2/t07_natsu_obon/t07_NatsuObon_HoiThoai.md"
"Seoul",12,5,"md","26_dai_brse_year2/_pipeline/05_jp_vn_review.md"
"rule_20_good_02",12,7,"json","07_visit_card/nội_dung/phần_III/rule_20_待機/conversation.json"
"rule_18_good_01",12,7,"json","07_visit_card/nội_dung/phần_III/rule_18_受付/conversation.json"
"rule_16_good_01",12,7,"json","07_visit_card/nội_dung/phần_III/rule_16_訪問準備/conversation.json"
"rule_22_good_02",12,6,"json","07_visit_card/nội_dung/phần_III/rule_22_社内案内/conversation.json"
"rule_19_good_02",12,7,"json","07_visit_card/nội_dung/phần_III/rule_19_コート/conversation.json"
"rule_10_good_01",12,7,"json","07_visit_card/nội_dung/phần_II/rule_10_上座下座/conversation.json"
"rule_10_good_02",12,7,"json","07_visit_card/nội_dung/phần_II/rule_10_上座下座/conversation.json"
"rule_12_good_01",12,7,"json","07_visit_card/nội_dung/phần_II/rule_12_冒頭/conversation.json"
"rule_14_good_01",12,7,"json","07_visit_card/nội_dung/phần_II/rule_14_アフターケア/conversation.json"
"rule_31_good_02",12,6,"json","07_visit_card/nội_dung/phần_V/rule_31_5名以上/conversation.json"
"rule_29_good_03",12,6,"json","07_visit_card/nội_dung/phần_IV/rule_29_お土産受取/conversation.json"
"rule_26_good_03",12,6,"json","07_visit_card/nội_dung/phần_IV/rule_26_乾杯/conversation.json"
"rule_03_good_01",12,6,"json","07_visit_card/nội_dung/phần_I/rule_03_渡し方/conversation.json"
"rule_04_good_01",12,6,"json","07_visit_card/nội_dung/phần_I/rule_04_同時交換/conversation.json"
"rule_04_good_03",12,6,"json","07_visit_card/nội_dung/phần_I/rule_04_同時交換/conversation.json"
"hung_thanh_ha",12,3,"json","09_real_dialogues/draft/outline.json"
"Dive",12,12,"json","10_business_japanese/2.1.6_ukemi_shieki/2.1.6_UkemiShieki_BaiTap.json"
"rough",11,7,"json/md","_english_words_all.md"
"NEW",11,8,"json/md","03_meeting/README.md"
"profile",11,11,"json/md","02_phone/README.md"
"weekday",11,9,"json/md","25_dai_brse_year1/t10_brse_overload_crisis/t10_BrseOverloadCrisis_HoiThoai.md"
"excellent",11,11,"md","25_dai_brse_year1/t10_brse_overload_crisis/t10_BrseOverloadCrisis_HoiThoai.md"
"nem",11,9,"json/md","25_dai_brse_year1/t11_hana_2tuoi_birthday/t11_Hana2tuoiBirthday_HoiThoai.md"
"flexibility",11,5,"json/md","25_dai_brse_year1/t11_hana_2tuoi_birthday/t11_Hana2tuoiBirthday_HoiThoai.md"
"assign",11,11,"json/md","25_dai_brse_year1/t05_brse_client_meeting/t05_BrseClientMeeting_HoiThoai.md"
"subtle",11,8,"json/md","25_dai_brse_year1/t04_hizashi_v0_8_iterate/t04_HizashiV08Iterate_HoiThoai.md"
"Soft",11,9,"json/md","25_dai_brse_year1/t08_hizashi_v1_prep/t08_HizashiV1Prep_HoiThoai.md"
"Process",11,10,"json/md","25_dai_brse_year1/t03_brse_first_project/t03_BrseFirstProject_HoiThoai.md"
"Track",11,8,"md","25_dai_brse_year1/t03_brse_first_project/t03_BrseFirstProject_HoiThoai.md"
"article",11,5,"md","25_dai_brse_year1/t09_hizashi_v1_launch/t09_HizashiV1Launch_HoiThoai.md"
"conversion",11,7,"md","25_dai_brse_year1/t09_hizashi_v1_launch/t09_HizashiV1Launch_HoiThoai.md"
"reform",11,8,"md","25_dai_brse_year1/_pipeline/07_council/domain_expert.md"
"NDA",11,6,"json/md","25_dai_brse_year1/_pipeline/07_council/domain_expert.md"
"intervention",11,5,"json/md","25_dai_brse_year1/_pipeline/07_council/domain_expert.md"
"pedagogical",11,8,"md","25_dai_brse_year1/_pipeline/07_council/pedagogue.md"
"stakeholder",11,9,"json/md","25_dai_brse_year1/_pipeline/07_council/pedagogue.md"
"Paralympic",11,3,"json/md","reading_collection/n3_advanced_drafts/N3_ADV_PLAN.md"
"cheat",11,8,"md","reading_collection/n3_basic_drafts/N3_BASIC_PLAN_PART2.md"
"receive",11,9,"json/md","07_visit_card/output/_combined.md"
"bye",11,5,"json/md","07_visit_card/output/_combined.md"
"Book",11,9,"json/md","07_visit_card/output/_combined.md"
"visible",11,8,"json/md","07_visit_card/output/_combined.md"
"cau",11,9,"md","07_visit_card/output/_combined.md"
"slack",11,8,"json/md","07_visit_card/output/_combined.md"
"position",11,10,"json/md","07_visit_card/output/_combined.md"
"reflex",11,9,"json/md","07_visit_card/output/_combined.md"
"secure",11,7,"json/md","07_visit_card/output/_combined.md"
"teams",11,9,"json/md","07_visit_card/output/_combined.md"
"Restaurant",11,8,"json/md","07_visit_card/meta/mục_lục.md"
"revision",11,10,"md","18_thai_year5/_pipeline/06_consistency.md"
"keep",11,11,"json/md","18_thai_year5/_pipeline/06_consistency.md"
"Empty",11,9,"md","18_thai_year5/_pipeline/08_revision_log.md"
"subagent",11,11,"json/md","18_thai_year5/_pipeline/05_jp_vn_review.md"
"CLIMAX",11,7,"json/md","18_thai_year5/t07_haha_visit/t07_HahaVisit_HoiThoai.md"
"demand",11,9,"json/md","18_thai_year5/_pipeline/07_council/domain_expert.md"
"quick",11,10,"json/md","18_thai_year5/_pipeline/07_council/pedagogue.md"
"reviews",11,7,"json/md","02_phone/nội_dung/_front_matter.md"
"border",11,7,"json/md","02_phone/nội_dung/_english_words_report.md"
"Trick",11,10,"json/md","02_phone/output/_combined.md"
"Same",11,10,"md","02_phone/meta/REVIEW_FINDINGS_v1.1.md"
"rule_23_good_03",11,7,"json/md","02_phone/meta/REVIEW_FINDINGS_v1.1.md"
"rule_31_good_04",11,7,"json/md","02_phone/meta/REVIEW_FINDINGS_v1.1.md"
"annotation",11,10,"json/md","02_phone/meta/REVIEW_FINDINGS_v1.1.md"
"Mix",11,9,"json/md","02_phone/meta/REVIEW_FINDINGS_v1.1.md"
"Front",11,9,"md","02_phone/meta/STATUS.md"
"Eleven",11,5,"md","19_dai_year1/t04_baito_mensetsu/t04_BaitoMensetsu_HoiThoai.md"
"cameo",11,8,"json/md","19_dai_year1/_pipeline/06_consistency.md"
"kana",11,6,"md","19_dai_year1/_pipeline/08_revision_log.md"
"theme",11,5,"json/md","19_dai_year1/_pipeline/05_jp_vn_review.md"
"motivation",11,9,"md","19_dai_year1/_pipeline/05_jp_vn_review.md"
"hanabi",11,7,"json/md","19_dai_year1/_pipeline/05_jp_vn_review.md"
"Takoyaki",11,4,"json/md","19_dai_year1/t07_summer_matsuri/t07_SummerMatsuri_HoiThoai.md"
"Inari",11,3,"json/md","19_dai_year1/t09_kyoto_excursion/t09_KyotoExcursion_HoiThoai.md"
"Drill",11,9,"json/md","19_dai_year1/t08_n4_n3_kentei/t08_N4N3Kentei_HoiThoai.md"
"Tra",11,11,"json/md","19_dai_year1/t06_class_presentation/t06_ClassPresentation_HoiThoai.md"
"suggestion",11,7,"json/md","19_dai_year1/_pipeline/07_council/linguist.md"
"Kokusai",11,9,"json/md","19_dai_year1/_pipeline/07_council/domain_expert.md"
"ADD",11,6,"md","19_dai_year1/_pipeline/07_council/domain_expert.md"
"expectation",11,8,"json/md","19_dai_year1/_pipeline/07_council/pedagogue.md"
"OsakaU",11,2,"md","22_dai_daigaku_year2/t12_year2_close/t12_Year2Close_HoiThoai.md"
"tracker",11,7,"json/md","22_dai_daigaku_year2/t12_year2_close/t12_Year2Close_HoiThoai.md"
"Solution",11,9,"md","22_dai_daigaku_year2/t12_year2_close/t12_Year2Close_HoiThoai.md"
"Sans",11,5,"json/md","22_dai_daigaku_year2/t01_year2_start/t01_Year2Start_HoiThoai.md"
"syntax",11,9,"md","22_dai_daigaku_year2/t01_year2_start/t01_Year2Start_HoiThoai.md"
"HTTP",11,4,"json/md","22_dai_daigaku_year2/t07_os_network/t07_OsNetwork_HoiThoai.md"
"threads",11,6,"json/md","22_dai_daigaku_year2/t07_os_network/t07_OsNetwork_HoiThoai.md"
"layers",11,8,"json/md","22_dai_daigaku_year2/t07_os_network/t07_OsNetwork_HoiThoai.md"
"Nguyen",11,8,"json/md","22_dai_daigaku_year2/t04_html_css_js/t04_HtmlCssJs_HoiThoai.md"
"lib",11,7,"md","22_dai_daigaku_year2/t04_html_css_js/t04_HtmlCssJs_HoiThoai.md"
"Lightning",11,5,"json/md","22_dai_daigaku_year2/t03_FE_pass/t03_FEPass_HoiThoai.md"
"Remote",11,7,"json/md","22_dai_daigaku_year2/t06_summer_internship/t06_SummerInternship_HoiThoai.md"
"improvement",11,9,"json/md","22_dai_daigaku_year2/t11_lab_tour/t11_LabTour_HoiThoai.md"
"VPS",11,3,"json/md","22_dai_daigaku_year2/t09_team_project/t09_TeamProject_HoiThoai.md"
"orchestration",11,7,"json/md","22_dai_daigaku_year2/t09_team_project/t09_TeamProject_HoiThoai.md"
"paternity",11,5,"md","22_dai_daigaku_year2/_pipeline/07_council/domain_expert.md"
"invest",11,7,"json/md","22_dai_daigaku_year2/_pipeline/07_council/pedagogue.md"
"Operator",11,10,"json/md","15_thai_year2/t01_mc_operator_start/t01_MCOperatorStart_HoiThoai.md"
"separate",11,10,"json/md","15_thai_year2/_pipeline/07_council/domain_expert.md"
"drama",11,6,"md","15_thai_year2/_pipeline/07_council/pedagogue.md"
"LED",11,7,"json/md","11_jisshusei_shokuhin/t04_line_operation/t04_LineOperation_LyThuyet.md"
"SOP",11,5,"md","11_jisshusei_shokuhin/t10_recall_kuringu/t10_RecallKuringu_LyThuyet.md"
"recruiter",11,4,"md","11_jisshusei_shokuhin/_pipeline/01_research.md"
"inbox",11,7,"md","01_email/output/_combined_vn.md"
"angel",11,5,"md","23_dai_daigaku_year3/t09_eureka_hizashi/t09_EurekaHizashi_HoiThoai.md"
"vitamin",11,3,"json/md","23_dai_daigaku_year3/t01_inoue_lab_join/t01_InoueLabJoin_HoiThoai.md"
"SPI",11,6,"md","23_dai_daigaku_year3/_pipeline/08_revision_log.md"
"LangChain",11,3,"json/md","23_dai_daigaku_year3/t06_claude_api/t06_ClaudeApi_HoiThoai.md"
"Setting",11,6,"json/md","14_thai_year1/_pipeline/01_research_master.md"
"TOP",11,5,"md","14_thai_year1/_pipeline/07_council/linguist.md"
"requirement",11,8,"json/md","14_thai_year1/_pipeline/07_council/domain_expert.md"
"strategic",11,8,"md","14_thai_year1/_pipeline/07_council/pedagogue.md"
"Situation",11,5,"json/md","05_presentation/output/_combined.md"
"Complication",11,4,"json/md","05_presentation/output/_combined.md"
"weakness",11,10,"json/md","05_presentation/output/_combined.md"
"charcoal",11,4,"json/md","05_presentation/output/_combined.md"
"breathing",11,5,"json/md","05_presentation/output/_combined.md"
"mitigation",11,6,"json/md","05_presentation/output/_combined.md"
"visualization",11,6,"json/md","05_presentation/output/_combined.md"
"redirect",11,7,"json/md","05_presentation/output/_combined.md"
"Redirect",11,5,"json/md","05_presentation/output/_combined.md"
"takeaways",11,7,"json/md","05_presentation/output/_combined.md"
"Contact",11,4,"json/md","05_presentation/output/_combined.md"
"Panic",11,4,"json/md","05_presentation/output/_combined.md"
"happen",11,5,"json/md","05_presentation/output/_combined.md"
"limited",11,9,"json/md","05_presentation/output/_combined.md"
"Surprise",11,3,"json/md","05_presentation/output/_combined.md"
"slides",11,8,"md","05_presentation/meta/mục_lục.md"
"informal",11,10,"json/md","17_thai_year4/_pipeline/07_council/domain_expert.md"
"command",11,5,"md","03_meeting/output/_combined.md"
"cushion",11,5,"json/md","03_meeting/output/_combined.md"
"reverse",11,6,"json/md","03_meeting/output/_combined.md"
"feeling",11,7,"json/md","03_meeting/output/_combined.md"
"Tigers",11,8,"json/md","08_smalltalk/nội_dung/_front_matter.md"
"hanami",11,6,"json/md","08_smalltalk/output/_combined.md"
"connoisseur",11,6,"json/md","08_smalltalk/output/_combined.md"
"Kurokawa",11,4,"json/md","08_smalltalk/output/_combined.md"
"Bubble",11,6,"json/md","08_smalltalk/output/_combined.md"
"Conan",11,3,"json/md","08_smalltalk/output/_combined.md"
"Fighters",11,6,"json/md","08_smalltalk/output/_combined.md"
"Yoshida",11,5,"json/md","08_smalltalk/output/_combined.md"
"Ueno",11,7,"json/md","08_smalltalk/output/_combined.md"
"MAX",11,4,"json/md","08_smalltalk/output/_combined.md"
"Maiko",11,4,"json/md","08_smalltalk/output/_combined.md"
"tourist",11,7,"json/md","08_smalltalk/output/_combined.md"
"that",11,8,"json/md","08_smalltalk/output/_combined.md"
"Sorae",11,4,"json/md","08_smalltalk/output/_combined.md"
"Okonomiyaki",11,8,"json/md","08_smalltalk/output/_combined.md"
"dance",11,8,"json/md","08_smalltalk/output/_combined.md"
"Drink",11,8,"json/md","08_smalltalk/output/_combined.md"
"rare",11,9,"md","08_smalltalk/output/_combined.md"
"want",11,7,"json/md","08_smalltalk/output/_combined.md"
"rich",11,5,"json/md","08_smalltalk/output/_combined.md"
"mae",11,8,"json/md","08_smalltalk/output/_combined.md"
"Stay",11,11,"json/md","08_smalltalk/output/_combined.md"
"binary",11,9,"json/md","08_smalltalk/output/_combined.md"
"deflect",11,7,"json/md","08_smalltalk/meta/REVIEW_FINDINGS_JP.md"
"graduation",11,8,"md","24_dai_daigaku_year4/t12_graduation_day1/t12_GraduationDay1_HoiThoai.md"
"dilution",11,6,"md","24_dai_daigaku_year4/t09_cofounder_tuan_aiko/t09_CofounderTuanAiko_HoiThoai.md"
"GDPR",11,4,"json/md","24_dai_daigaku_year4/t11_sotsuron_defense/t11_SotsuronDefense_HoiThoai.md"
"Roppongi",11,7,"json/md","24_dai_daigaku_year4/t08_decision_startup/t08_DecisionStartup_HoiThoai.md"
"bring",11,8,"json/md","24_dai_daigaku_year4/t07_hackathon_osaka/t07_HackathonOsaka_HoiThoai.md"
"filtering",11,4,"json/md","24_dai_daigaku_year4/t02_naitei_offers/t02_NaiteiOffers_HoiThoai.md"
"West",11,4,"json/md","09_real_dialogues/output/_combined.md"
"brochure",11,8,"json/md","09_real_dialogues/output/_combined.md"
"Offer",11,8,"json/md","09_real_dialogues/output/_combined.md"
"rang",11,7,"json/md","09_real_dialogues/output/_combined.md"
